enzyme_key,enzyme_name,enzyme_family,stage_assigned,target_class,critical_transition_score,criticality_score_formula,ml_anchor_probability,anchor_score,known_target_label,high_confidence_known_target_label,high_confidence_target_basis,herbicide_target_match,herbicide_target_family,herbicide_site_of_action,herbicide_target_score,known_inhibitor_classes,wssa_group,resistance_risks,pathway_essentiality_score,kinetic_evidence_score,structure_score,crop_selectivity_margin,natural_inhibitor_evidence_score,uncertainty_penalty,trajectory_curvature_max,trajectory_critical_t,source_evidence,evidence_class
Isochorismoyl-Glutamate A Pyruvoyl-Glutamate Lyase; Enhanced Pseudomonas Susceptibility 1,Isochorismoyl-Glutamate A Pyruvoyl-Glutamate Lyase; Enhanced Pseudomonas Susceptibility 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Tryptamine benzoyl transferase 1,Tryptamine benzoyl transferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
benzoyl-CoA: 8-debenzoylpaeoniflorin 8-O-benzoyltransferase; 8-debenzoylpaeoniflorin 8-O-benzoyltransferase,benzoyl-CoA: 8-debenzoylpaeoniflorin 8-O-benzoyltransferase; 8-debenzoylpaeoniflorin 8-O-benzoyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Populus hydroxyacid/fatty alcohol hydroxycinnamoyltransferase 1,Populus hydroxyacid/fatty alcohol hydroxycinnamoyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Populus trichocarpa hydroxycinnamoyltransferase,Populus trichocarpa hydroxycinnamoyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Populus trichocarpa hydroxyacid/fatty alcohol hydroxycinnamoyltransferase 1,Populus trichocarpa hydroxyacid/fatty alcohol hydroxycinnamoyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Petunia axillaris acylsugar acyltransferase 1,Petunia axillaris acylsugar acyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Acetyl-Coenzyme A:geraniol acetyltransferase,Acetyl-Coenzyme A:geraniol acetyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Tryptamine hydroxycinnamoyl transferase 1,Tryptamine hydroxycinnamoyl transferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Agmatine hydroxycinnamoyl transferase 1,Agmatine hydroxycinnamoyl transferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Serotonin hydroxycinnamoyl transferase,Serotonin hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Acyl Transferase 2,Acyl Transferase 2,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
spermindine hydroxycinnamoyl transferase,spermindine hydroxycinnamoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Solanum lycopersicum acylsugar acyltransferase 1,Solanum lycopersicum acylsugar acyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Hydroxycinnamoyl-CoA:Quinate Hydroxycinnamoyl Transferase; hydroxycinnamoyl-CoA shikimic/quinate transferase,Hydroxycinnamoyl-CoA:Quinate Hydroxycinnamoyl Transferase; hydroxycinnamoyl-CoA shikimic/quinate transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
hydroxycinnamoyl-CoA shikimic/quinate transferase,hydroxycinnamoyl-CoA shikimic/quinate transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
p-hydroxybenzoyl-CoA:monolignol p-hydroxybenzoyltransferase 1,p-hydroxybenzoyl-CoA:monolignol p-hydroxybenzoyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
myricetin 3-O-glucosyl rhamnoside 6â€™-O-caffeoyl transferase,myricetin 3-O-glucosyl rhamnoside 6â€™-O-caffeoyl transferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Rosmarinic acid synthase,Rosmarinic acid synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Populus trichocarpa p-hydroxybenzoyl-CoA:monolignol p-hydroxybenzoyltransferase 1,Populus trichocarpa p-hydroxybenzoyl-CoA:monolignol p-hydroxybenzoyltransferase 1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
ECERIFERUM2-LIKE1,ECERIFERUM2-LIKE1,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
ECERIFERUM2-LIKE2,ECERIFERUM2-LIKE2,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Hydroxycinnamoyl-CoA:putrescine acyltransferase; hydroxycinnamoyl-coenzyme A:putrescine acyltransferase,Hydroxycinnamoyl-CoA:putrescine acyltransferase; hydroxycinnamoyl-coenzyme A:putrescine acyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Hydroxycinnamoyl-CoA:spermidine acyltransferase; hydroxycinnamoyl-coenzyme A:spermidine acyltransferase,Hydroxycinnamoyl-CoA:spermidine acyltransferase; hydroxycinnamoyl-coenzyme A:spermidine acyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Hydroxycinnamoyl-CoA:monoacylated spermidine acyltransferase; hydroxycinnamoyl-coenzyme A:monoacylated spermidines acyltransferase,Hydroxycinnamoyl-CoA:monoacylated spermidine acyltransferase; hydroxycinnamoyl-coenzyme A:monoacylated spermidines acyltransferase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
ACYLSUGAR ACYLTRANSFERASE3,ACYLSUGAR ACYLTRANSFERASE3,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Solenostemon scutellarioides rosmarinic acid synthase,Solenostemon scutellarioides rosmarinic acid synthase,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
Avena sativa hydroxycinnamoyl-CoA:hydroxyanthranilate-N-hydroxycinnamoyltransferse,Avena sativa hydroxycinnamoyl-CoA:hydroxyanthranilate-N-hydroxycinnamoyltransferse,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
GLOSSY2,GLOSSY2,BAHD acyltransferase,specialized_metabolism,curated_family_function,0.5638143308956455,0.3942,0.9999654674844483,1,1,0,not_high_confidence,1,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,0.1,p450_inhibitors;synergist_candidates,detoxification_modifier,metabolic_resistance;cross_resistance,0.85,0.0,0.0,0.73,0.0,0.41000000000000003,11.64849436452279,0.9090909090909092,BAHD_acyltransferase_Minimally_Curated_Set.xlsx,real_evidence_plus_model_inference
